Country Code,Country,Sub Region,Sub Region 2,Date,Category,Pct Change,YYYY-MM-DD,Province
CA,Canada,Quebec,,3/15/2020,Grocery and Pharmacy,7,2020-03-15,QC
CA,Canada,Quebec,,3/15/2020,Parks,4,2020-03-15,QC
CA,Canada,Quebec,,3/15/2020,Transit Stations,-28,2020-03-15,QC
CA,Canada,Quebec,,3/15/2020,Workplaces,-6,2020-03-15,QC
CA,Canada,Quebec,,3/15/2020,Residential,5,2020-03-15,QC
CA,Canada,Quebec,,3/16/2020,Retail and Recreation,-21,2020-03-16,QC
CA,Canada,Quebec,,3/16/2020,Grocery and Pharmacy,5,2020-03-16,QC
CA,Canada,Quebec,,3/16/2020,Parks,3,2020-03-16,QC
CA,Canada,Quebec,,3/16/2020,Transit Stations,-43,2020-03-16,QC
CA,Canada,Quebec,,3/16/2020,Workplaces,-30,2020-03-16,QC
CA,Canada,Quebec,,3/16/2020,Residential,11,2020-03-16,QC
CA,Canada,Quebec,,3/17/2020,Retail and Recreation,-36,2020-03-17,QC
CA,Canada,Quebec,,3/17/2020,Grocery and Pharmacy,-3,2020-03-17,QC
CA,Canada,Quebec,,3/17/2020,Parks,-30,2020-03-17,QC
CA,Canada,Quebec,,3/17/2020,Transit Stations,-52,2020-03-17,QC
CA,Canada,Quebec,,3/17/2020,Workplaces,-37,2020-03-17,QC
CA,Canada,Quebec,,3/17/2020,Residential,16,2020-03-17,QC
CA,Canada,Quebec,,3/18/2020,Retail and Recreation,-36,2020-03-18,QC
CA,Canada,Quebec,,3/18/2020,Grocery and Pharmacy,4,2020-03-18,QC
CA,Canada,Quebec,,3/18/2020,Parks,0,2020-03-18,QC
CA,Canada,Quebec,,3/18/2020,Transit Stations,-52,2020-03-18,QC
CA,Canada,Quebec,,3/18/2020,Workplaces,-41,2020-03-18,QC
CA,Canada,Quebec,,3/18/2020,Residential,17,2020-03-18,QC
CA,Canada,Quebec,,3/19/2020,Retail and Recreation,-40,2020-03-19,QC
CA,Canada,Quebec,,3/19/2020,Grocery and Pharmacy,3,2020-03-19,QC
CA,Canada,Quebec,,3/19/2020,Parks,-1,2020-03-19,QC
CA,Canada,Quebec,,3/19/2020,Transit Stations,-55,2020-03-19,QC
CA,Canada,Quebec,,3/19/2020,Workplaces,-44,2020-03-19,QC
CA,Canada,Quebec,,3/19/2020,Residential,18,2020-03-19,QC
CA,Canada,Quebec,,3/20/2020,Retail and Recreation,-51,2020-03-20,QC
CA,Canada,Quebec,,3/20/2020,Grocery and Pharmacy,-11,2020-03-20,QC
CA,Canada,Quebec,,3/20/2020,Parks,-45,2020-03-20,QC
CA,Canada,Quebec,,3/20/2020,Transit Stations,-59,2020-03-20,QC
CA,Canada,Quebec,,3/20/2020,Workplaces,-46,2020-03-20,QC
CA,Canada,Quebec,,3/20/2020,Residential,22,2020-03-20,QC
CA,Canada,Quebec,,3/21/2020,Retail and Recreation,-54,2020-03-21,QC
CA,Canada,Quebec,,3/21/2020,Grocery and Pharmacy,-15,2020-03-21,QC
CA,Canada,Quebec,,3/21/2020,Parks,-14,2020-03-21,QC
CA,Canada,Quebec,,3/21/2020,Transit Stations,-52,2020-03-21,QC
CA,Canada,Quebec,,3/21/2020,Workplaces,-32,2020-03-21,QC
CA,Canada,Quebec,,3/21/2020,Residential,15,2020-03-21,QC
CA,Canada,Quebec,,3/22/2020,Retail and Recreation,-53,2020-03-22,QC
CA,Canada,Quebec,,3/22/2020,Grocery and Pharmacy,-20,2020-03-22,QC
CA,Canada,Quebec,,3/22/2020,Parks,-8,2020-03-22,QC
CA,Canada,Quebec,,3/22/2020,Transit Stations,-56,2020-03-22,QC
CA,Canada,Quebec,,3/22/2020,Workplaces,-32,2020-03-22,QC
CA,Canada,Quebec,,3/22/2020,Residential,11,2020-03-22,QC
CA,Canada,Quebec,,3/23/2020,Retail and Recreation,-44,2020-03-23,QC
CA,Canada,Quebec,,3/23/2020,Grocery and Pharmacy,-13,2020-03-23,QC
CA,Canada,Quebec,,3/23/2020,Parks,-41,2020-03-23,QC
CA,Canada,Quebec,,3/23/2020,Transit Stations,-66,2020-03-23,QC
CA,Canada,Quebec,,3/23/2020,Workplaces,-49,2020-03-23,QC
CA,Canada,Quebec,,3/23/2020,Residential,19,2020-03-23,QC
CA,Canada,Quebec,,3/24/2020,Retail and Recreation,-51,2020-03-24,QC
CA,Canada,Quebec,,3/24/2020,Grocery and Pharmacy,-18,2020-03-24,QC
CA,Canada,Quebec,,3/24/2020,Parks,-17,2020-03-24,QC
CA,Canada,Quebec,,3/24/2020,Transit Stations,-67,2020-03-24,QC
CA,Canada,Quebec,,3/24/2020,Workplaces,-55,2020-03-24,QC
CA,Canada,Quebec,,3/24/2020,Residential,22,2020-03-24,QC
CA,Canada,Quebec,,3/25/2020,Retail and Recreation,-60,2020-03-25,QC
CA,Canada,Quebec,,3/25/2020,Grocery and Pharmacy,-25,2020-03-25,QC
CA,Canada,Quebec,,3/25/2020,Parks,-19,2020-03-25,QC
CA,Canada,Quebec,,3/25/2020,Transit Stations,-71,2020-03-25,QC
CA,Canada,Quebec,,3/25/2020,Workplaces,-64,2020-03-25,QC
CA,Canada,Quebec,,3/25/2020,Residential,26,2020-03-25,QC
CA,Canada,Quebec,,3/26/2020,Retail and Recreation,-61,2020-03-26,QC
CA,Canada,Quebec,,3/26/2020,Grocery and Pharmacy,-22,2020-03-26,QC
CA,Canada,Quebec,,3/26/2020,Parks,-32,2020-03-26,QC
CA,Canada,Quebec,,3/26/2020,Transit Stations,-73,2020-03-26,QC
CA,Canada,Quebec,,3/26/2020,Workplaces,-65,2020-03-26,QC
CA,Canada,Quebec,,3/26/2020,Residential,28,2020-03-26,QC
CA,Canada,Quebec,,3/27/2020,Retail and Recreation,-63,2020-03-27,QC
CA,Canada,Quebec,,3/27/2020,Grocery and Pharmacy,-26,2020-03-27,QC
CA,Canada,Quebec,,3/27/2020,Parks,-14,2020-03-27,QC
CA,Canada,Quebec,,3/27/2020,Transit Stations,-70,2020-03-27,QC
CA,Canada,Quebec,,3/27/2020,Workplaces,-64,2020-03-27,QC
CA,Canada,Quebec,,3/27/2020,Residential,28,2020-03-27,QC
CA,Canada,Quebec,,3/28/2020,Retail and Recreation,-65,2020-03-28,QC
CA,Canada,Quebec,,3/28/2020,Grocery and Pharmacy,-31,2020-03-28,QC
CA,Canada,Quebec,,3/28/2020,Parks,-19,2020-03-28,QC
CA,Canada,Quebec,,3/28/2020,Transit Stations,-64,2020-03-28,QC
CA,Canada,Quebec,,3/28/2020,Workplaces,-47,2020-03-28,QC
CA,Canada,Quebec,,3/28/2020,Residential,18,2020-03-28,QC
CA,Canada,Quebec,,3/29/2020,Retail and Recreation,-70,2020-03-29,QC
CA,Canada,Quebec,,3/29/2020,Grocery and Pharmacy,-44,2020-03-29,QC
CA,Canada,Quebec,,3/29/2020,Parks,-68,2020-03-29,QC
CA,Canada,Quebec,,3/29/2020,Transit Stations,-75,2020-03-29,QC
CA,Canada,Quebec,,3/29/2020,Workplaces,-45,2020-03-29,QC
CA,Canada,Quebec,,3/29/2020,Residential,15,2020-03-29,QC
CA,Canada,Quebec,,3/30/2020,Retail and Recreation,-60,2020-03-30,QC
CA,Canada,Quebec,,3/30/2020,Grocery and Pharmacy,-34,2020-03-30,QC
CA,Canada,Quebec,,3/30/2020,Parks,-51,2020-03-30,QC
CA,Canada,Quebec,,3/30/2020,Transit Stations,-76,2020-03-30,QC
CA,Canada,Quebec,,3/30/2020,Workplaces,-66,2020-03-30,QC
CA,Canada,Quebec,,3/30/2020,Residential,26,2020-03-30,QC
CA,Canada,Quebec,,3/31/2020,Retail and Recreation,-55,2020-03-31,QC
CA,Canada,Quebec,,3/31/2020,Grocery and Pharmacy,-23,2020-03-31,QC
CA,Canada,Quebec,,3/31/2020,Parks,0,2020-03-31,QC
CA,Canada,Quebec,,3/31/2020,Transit Stations,-72,2020-03-31,QC
CA,Canada,Quebec,,3/31/2020,Workplaces,-66,2020-03-31,QC
CA,Canada,Quebec,,3/31/2020,Residential,26,2020-03-31,QC
CA,Canada,Quebec,,4/1/2020,Retail and Recreation,-57,2020-04-01,QC
CA,Canada,Quebec,,4/1/2020,Grocery and Pharmacy,-25,2020-04-01,QC
CA,Canada,Quebec,,4/1/2020,Parks,-32,2020-04-01,QC
CA,Canada,Quebec,,4/1/2020,Transit Stations,-73,2020-04-01,QC
CA,Canada,Quebec,,4/1/2020,Workplaces,-67,2020-04-01,QC
CA,Canada,Quebec,,4/1/2020,Residential,27,2020-04-01,QC
CA,Canada,Quebec,,4/2/2020,Retail and Recreation,-61,2020-04-02,QC
CA,Canada,Quebec,,4/2/2020,Grocery and Pharmacy,-28,2020-04-02,QC
CA,Canada,Quebec,,4/2/2020,Parks,-51,2020-04-02,QC
CA,Canada,Quebec,,4/2/2020,Transit Stations,-76,2020-04-02,QC
CA,Canada,Quebec,,4/2/2020,Workplaces,-67,2020-04-02,QC
CA,Canada,Quebec,,4/2/2020,Residential,29,2020-04-02,QC
CA,Canada,Quebec,,4/3/2020,Retail and Recreation,-64,2020-04-03,QC
CA,Canada,Quebec,,4/3/2020,Grocery and Pharmacy,-29,2020-04-03,QC
CA,Canada,Quebec,,4/3/2020,Parks,-51,2020-04-03,QC
CA,Canada,Quebec,,4/3/2020,Transit Stations,-75,2020-04-03,QC
CA,Canada,Quebec,,4/3/2020,Workplaces,-66,2020-04-03,QC
CA,Canada,Quebec,,4/3/2020,Residential,30,2020-04-03,QC
CA,Canada,Quebec,,4/4/2020,Retail and Recreation,-62,2020-04-04,QC
CA,Canada,Quebec,,4/4/2020,Grocery and Pharmacy,-28,2020-04-04,QC
CA,Canada,Quebec,,4/4/2020,Parks,-3,2020-04-04,QC
CA,Canada,Quebec,,4/4/2020,Transit Stations,-63,2020-04-04,QC
CA,Canada,Quebec,,4/4/2020,Workplaces,-48,2020-04-04,QC
CA,Canada,Quebec,,4/4/2020,Residential,18,2020-04-04,QC
CA,Canada,Quebec,,4/5/2020,Retail and Recreation,-84,2020-04-05,QC
CA,Canada,Quebec,,4/5/2020,Grocery and Pharmacy,-78,2020-04-05,QC
CA,Canada,Quebec,,4/5/2020,Parks,-42,2020-04-05,QC
CA,Canada,Quebec,,4/5/2020,Transit Stations,-75,2020-04-05,QC
CA,Canada,Quebec,,4/5/2020,Workplaces,-52,2020-04-05,QC
CA,Canada,Quebec,,4/5/2020,Residential,16,2020-04-05,QC
CA,Canada,Quebec,,4/6/2020,Retail and Recreation,-51,2020-04-06,QC
CA,Canada,Quebec,,4/6/2020,Grocery and Pharmacy,-20,2020-04-06,QC
CA,Canada,Quebec,,4/6/2020,Parks,4,2020-04-06,QC
CA,Canada,Quebec,,4/6/2020,Transit Stations,-72,2020-04-06,QC
CA,Canada,Quebec,,4/6/2020,Workplaces,-66,2020-04-06,QC
CA,Canada,Quebec,,4/6/2020,Residential,25,2020-04-06,QC
CA,Canada,Quebec,,4/7/2020,Retail and Recreation,-57,2020-04-07,QC
CA,Canada,Quebec,,4/7/2020,Grocery and Pharmacy,-23,2020-04-07,QC
CA,Canada,Quebec,,4/7/2020,Parks,3,2020-04-07,QC
CA,Canada,Quebec,,4/7/2020,Transit Stations,-72,2020-04-07,QC
CA,Canada,Quebec,,4/7/2020,Workplaces,-67,2020-04-07,QC
CA,Canada,Quebec,,4/7/2020,Residential,26,2020-04-07,QC
CA,Canada,Quebec,,4/8/2020,Retail and Recreation,-58,2020-04-08,QC
CA,Canada,Quebec,,4/8/2020,Grocery and Pharmacy,-24,2020-04-08,QC
CA,Canada,Quebec,,4/8/2020,Parks,-20,2020-04-08,QC
CA,Canada,Quebec,,4/8/2020,Transit Stations,-73,2020-04-08,QC
CA,Canada,Quebec,,4/8/2020,Workplaces,-67,2020-04-08,QC
CA,Canada,Quebec,,4/8/2020,Residential,27,2020-04-08,QC
CA,Canada,Quebec,,4/9/2020,Retail and Recreation,-60,2020-04-09,QC
CA,Canada,Quebec,,4/9/2020,Grocery and Pharmacy,-22,2020-04-09,QC
CA,Canada,Quebec,,4/9/2020,Parks,-57,2020-04-09,QC
CA,Canada,Quebec,,4/9/2020,Transit Stations,-77,2020-04-09,QC
CA,Canada,Quebec,,4/9/2020,Workplaces,-68,2020-04-09,QC
CA,Canada,Quebec,,4/9/2020,Residential,29,2020-04-09,QC
CA,Canada,Quebec,,4/10/2020,Retail and Recreation,-65,2020-04-10,QC
CA,Canada,Quebec,,4/10/2020,Grocery and Pharmacy,-27,2020-04-10,QC
CA,Canada,Quebec,,4/10/2020,Parks,-52,2020-04-10,QC
CA,Canada,Quebec,,4/10/2020,Transit Stations,-78,2020-04-10,QC
CA,Canada,Quebec,,4/10/2020,Workplaces,-77,2020-04-10,QC
CA,Canada,Quebec,,4/10/2020,Residential,33,2020-04-10,QC
CA,Canada,Quebec,,4/11/2020,Retail and Recreation,-64,2020-04-11,QC
CA,Canada,Quebec,,4/11/2020,Grocery and Pharmacy,-27,2020-04-11,QC
CA,Canada,Quebec,,4/11/2020,Parks,-38,2020-04-11,QC
CA,Canada,Quebec,,4/11/2020,Transit Stations,-67,2020-04-11,QC
CA,Canada,Quebec,,4/11/2020,Workplaces,-49,2020-04-11,QC
CA,Canada,Quebec,,4/11/2020,Residential,19,2020-04-11,QC
CA,Canada,Quebec,,4/12/2020,Retail and Recreation,-82,2020-04-12,QC
CA,Canada,Quebec,,4/12/2020,Grocery and Pharmacy,-75,2020-04-12,QC
CA,Canada,Quebec,,4/12/2020,Parks,1,2020-04-12,QC
CA,Canada,Quebec,,4/12/2020,Transit Stations,-68,2020-04-12,QC
CA,Canada,Quebec,,4/12/2020,Workplaces,-54,2020-04-12,QC
CA,Canada,Quebec,,4/12/2020,Residential,15,2020-04-12,QC
CA,Canada,Quebec,,4/13/2020,Retail and Recreation,-65,2020-04-13,QC
CA,Canada,Quebec,,4/13/2020,Grocery and Pharmacy,-42,2020-04-13,QC
CA,Canada,Quebec,,4/13/2020,Parks,-62,2020-04-13,QC
CA,Canada,Quebec,,4/13/2020,Transit Stations,-81,2020-04-13,QC
CA,Canada,Quebec,,4/13/2020,Workplaces,-79,2020-04-13,QC
CA,Canada,Quebec,,4/13/2020,Residential,30,2020-04-13,QC
CA,Canada,Quebec,,4/14/2020,Retail and Recreation,-54,2020-04-14,QC
CA,Canada,Quebec,,4/14/2020,Grocery and Pharmacy,-22,2020-04-14,QC
CA,Canada,Quebec,,4/14/2020,Parks,-23,2020-04-14,QC
CA,Canada,Quebec,,4/14/2020,Transit Stations,-73,2020-04-14,QC
CA,Canada,Quebec,,4/14/2020,Workplaces,-66,2020-04-14,QC
CA,Canada,Quebec,,4/14/2020,Residential,27,2020-04-14,QC
CA,Canada,Quebec,,4/15/2020,Retail and Recreation,-55,2020-04-15,QC
CA,Canada,Quebec,,4/15/2020,Grocery and Pharmacy,-24,2020-04-15,QC
CA,Canada,Quebec,,4/15/2020,Parks,-29,2020-04-15,QC
CA,Canada,Quebec,,4/15/2020,Transit Stations,-73,2020-04-15,QC
CA,Canada,Quebec,,4/15/2020,Workplaces,-65,2020-04-15,QC
CA,Canada,Quebec,,4/15/2020,Residential,27,2020-04-15,QC
CA,Canada,Quebec,,4/16/2020,Retail and Recreation,-56,2020-04-16,QC
CA,Canada,Quebec,,4/16/2020,Grocery and Pharmacy,-24,2020-04-16,QC
CA,Canada,Quebec,,4/16/2020,Parks,-26,2020-04-16,QC
CA,Canada,Quebec,,4/16/2020,Transit Stations,-73,2020-04-16,QC
CA,Canada,Quebec,,4/16/2020,Workplaces,-65,2020-04-16,QC
CA,Canada,Quebec,,4/16/2020,Residential,28,2020-04-16,QC
CA,Canada,Quebec,,4/17/2020,Retail and Recreation,-59,2020-04-17,QC
CA,Canada,Quebec,,4/17/2020,Grocery and Pharmacy,-28,2020-04-17,QC
CA,Canada,Quebec,,4/17/2020,Parks,-37,2020-04-17,QC
CA,Canada,Quebec,,4/17/2020,Transit Stations,-72,2020-04-17,QC
CA,Canada,Quebec,,4/17/2020,Workplaces,-64,2020-04-17,QC
CA,Canada,Quebec,,4/17/2020,Residential,30,2020-04-17,QC
CA,Canada,Saskatchewan,,2/15/2020,Retail and Recreation,2,2020-02-15,SK
CA,Canada,Saskatchewan,,2/15/2020,Grocery and Pharmacy,-1,2020-02-15,SK
CA,Canada,Saskatchewan,,2/15/2020,Parks,-6,2020-02-15,SK
CA,Canada,Saskatchewan,,2/15/2020,Transit Stations,3,2020-02-15,SK
CA,Canada,Saskatchewan,,2/15/2020,Workplaces,-2,2020-02-15,SK
CA,Canada,Saskatchewan,,2/15/2020,Residential,0,2020-02-15,SK
CA,Canada,Saskatchewan,,2/16/2020,Retail and Recreation,5,2020-02-16,SK
CA,Canada,Saskatchewan,,2/16/2020,Grocery and Pharmacy,-2,2020-02-16,SK
CA,Canada,Saskatchewan,,2/16/2020,Parks,40,2020-02-16,SK
CA,Canada,Saskatchewan,,2/16/2020,Transit Stations,0,2020-02-16,SK
CA,Canada,Saskatchewan,,2/16/2020,Workplaces,-3,2020-02-16,SK
CA,Canada,Saskatchewan,,2/16/2020,Residential,-1,2020-02-16,SK
CA,Canada,Saskatchewan,,2/17/2020,Retail and Recreation,-11,2020-02-17,SK
CA,Canada,Saskatchewan,,2/17/2020,Grocery and Pharmacy,-13,2020-02-17,SK
CA,Canada,Saskatchewan,,2/17/2020,Parks,9,2020-02-17,SK
CA,Canada,Saskatchewan,,2/17/2020,Transit Stations,-29,2020-02-17,SK
CA,Canada,Saskatchewan,,2/17/2020,Workplaces,-68,2020-02-17,SK
CA,Canada,Saskatchewan,,2/17/2020,Residential,14,2020-02-17,SK
CA,Canada,Saskatchewan,,2/18/2020,Retail and Recreation,-2,2020-02-18,SK
CA,Canada,Saskatchewan,,2/18/2020,Grocery and Pharmacy,-1,2020-02-18,SK
CA,Canada,Saskatchewan,,2/18/2020,Parks,-12,2020-02-18,SK
CA,Canada,Saskatchewan,,2/18/2020,Transit Stations,-4,2020-02-18,SK
CA,Canada,Saskatchewan,,2/18/2020,Workplaces,-18,2020-02-18,SK
CA,Canada,Saskatchewan,,2/18/2020,Residential,4,2020-02-18,SK
CA,Canada,Saskatchewan,,2/19/2020,Retail and Recreation,-1,2020-02-19,SK
CA,Canada,Saskatchewan,,2/19/2020,Grocery and Pharmacy,-2,2020-02-19,SK
CA,Canada,Saskatchewan,,2/19/2020,Parks,-6,2020-02-19,SK
CA,Canada,Saskatchewan,,2/19/2020,Transit Stations,-6,2020-02-19,SK
CA,Canada,Saskatchewan,,2/19/2020,Workplaces,-15,2020-02-19,SK
CA,Canada,Saskatchewan,,2/19/2020,Residential,3,2020-02-19,SK
CA,Canada,Saskatchewan,,2/20/2020,Retail and Recreation,13,2020-02-20,SK
CA,Canada,Saskatchewan,,2/20/2020,Grocery and Pharmacy,14,2020-02-20,SK
CA,Canada,Saskatchewan,,2/20/2020,Parks,25,2020-02-20,SK
CA,Canada,Saskatchewan,,2/20/2020,Transit Stations,-2,2020-02-20,SK
CA,Canada,Saskatchewan,,2/20/2020,Workplaces,-15,2020-02-20,SK
CA,Canada,Saskatchewan,,2/20/2020,Residential,1,2020-02-20,SK
CA,Canada,Saskatchewan,,2/21/2020,Retail and Recreation,2,2020-02-21,SK
CA,Canada,Saskatchewan,,2/21/2020,Grocery and Pharmacy,3,2020-02-21,SK
CA,Canada,Saskatchewan,,2/21/2020,Parks,7,2020-02-21,SK
CA,Canada,Saskatchewan,,2/21/2020,Transit Stations,-3,2020-02-21,SK
CA,Canada,Saskatchewan,,2/21/2020,Workplaces,-14,2020-02-21,SK
CA,Canada,Saskatchewan,,2/21/2020,Residential,1,2020-02-21,SK
CA,Canada,Saskatchewan,,2/22/2020,Retail and Recreation,2,2020-02-22,SK
CA,Canada,Saskatchewan,,2/22/2020,Grocery and Pharmacy,3,2020-02-22,SK
CA,Canada,Saskatchewan,,2/22/2020,Parks,15,2020-02-22,SK
CA,Canada,Saskatchewan,,2/22/2020,Transit Stations,-3,2020-02-22,SK
CA,Canada,Saskatchewan,,2/22/2020,Workplaces,2,2020-02-22,SK
CA,Canada,Saskatchewan,,2/22/2020,Residential,0,2020-02-22,SK
CA,Canada,Saskatchewan,,2/23/2020,Retail and Recreation,6,2020-02-23,SK
CA,Canada,Saskatchewan,,2/23/2020,Grocery and Pharmacy,4,2020-02-23,SK
CA,Canada,Saskatchewan,,2/23/2020,Parks,39,2020-02-23,SK
CA,Canada,Saskatchewan,,2/23/2020,Transit Stations,-1,2020-02-23,SK
CA,Canada,Saskatchewan,,2/23/2020,Workplaces,3,2020-02-23,SK
CA,Canada,Saskatchewan,,2/23/2020,Residential,-1,2020-02-23,SK
CA,Canada,Saskatchewan,,2/24/2020,Retail and Recreation,1,2020-02-24,SK
CA,Canada,Saskatchewan,,2/24/2020,Grocery and Pharmacy,1,2020-02-24,SK
CA,Canada,Saskatchewan,,2/24/2020,Parks,12,2020-02-24,SK
CA,Canada,Saskatchewan,,2/24/2020,Transit Stations,-2,2020-02-24,SK
CA,Canada,Saskatchewan,,2/24/2020,Workplaces,1,2020-02-24,SK
CA,Canada,Saskatchewan,,2/24/2020,Residential,0,2020-02-24,SK
CA,Canada,Saskatchewan,,2/25/2020,Retail and Recreation,1,2020-02-25,SK
CA,Canada,Saskatchewan,,2/25/2020,Grocery and Pharmacy,3,2020-02-25,SK
CA,Canada,Saskatchewan,,2/25/2020,Parks,12,2020-02-25,SK
CA,Canada,Saskatchewan,,2/25/2020,Transit Stations,0,2020-02-25,SK
CA,Canada,Saskatchewan,,2/25/2020,Workplaces,2,2020-02-25,SK
CA,Canada,Saskatchewan,,2/25/2020,Residential,0,2020-02-25,SK
CA,Canada,Saskatchewan,,2/26/2020,Retail and Recreation,6,2020-02-26,SK
CA,Canada,Saskatchewan,,2/26/2020,Grocery and Pharmacy,5,2020-02-26,SK
CA,Canada,Saskatchewan,,2/26/2020,Parks,10,2020-02-26,SK
CA,Canada,Saskatchewan,,2/26/2020,Transit Stations,-1,2020-02-26,SK
CA,Canada,Saskatchewan,,2/26/2020,Workplaces,3,2020-02-26,SK
CA,Canada,Saskatchewan,,2/26/2020,Residential,0,2020-02-26,SK
CA,Canada,Saskatchewan,,2/27/2020,Retail and Recreation,10,2020-02-27,SK
CA,Canada,Saskatchewan,,2/27/2020,Grocery and Pharmacy,12,2020-02-27,SK
CA,Canada,Saskatchewan,,2/27/2020,Parks,22,2020-02-27,SK
CA,Canada,Saskatchewan,,2/27/2020,Transit Stations,0,2020-02-27,SK
CA,Canada,Saskatchewan,,2/27/2020,Workplaces,2,2020-02-27,SK
CA,Canada,Saskatchewan,,2/27/2020,Residential,-1,2020-02-27,SK
CA,Canada,Saskatchewan,,2/28/2020,Retail and Recreation,8,2020-02-28,SK
CA,Canada,Saskatchewan,,2/28/2020,Grocery and Pharmacy,8,2020-02-28,SK
CA,Canada,Saskatchewan,,2/28/2020,Parks,10,2020-02-28,SK
CA,Canada,Saskatchewan,,2/28/2020,Transit Stations,4,2020-02-28,SK
CA,Canada,Saskatchewan,,2/28/2020,Workplaces,3,2020-02-28,SK
CA,Canada,Saskatchewan,,2/28/2020,Residential,-2,2020-02-28,SK
CA,Canada,Saskatchewan,,2/29/2020,Retail and Recreation,11,2020-02-29,SK
CA,Canada,Saskatchewan,,2/29/2020,Grocery and Pharmacy,10,2020-02-29,SK
CA,Canada,Saskatchewan,,2/29/2020,Parks,13,2020-02-29,SK
CA,Canada,Saskatchewan,,2/29/2020,Transit Stations,3,2020-02-29,SK
CA,Canada,Saskatchewan,,2/29/2020,Workplaces,5,2020-02-29,SK
CA,Canada,Saskatchewan,,2/29/2020,Residential,-1,2020-02-29,SK
CA,Canada,Saskatchewan,,3/1/2020,Retail and Recreation,1,2020-03-01,SK
CA,Canada,Saskatchewan,,3/1/2020,Grocery and Pharmacy,4,2020-03-01,SK
CA,Canada,Saskatchewan,,3/1/2020,Parks,1,2020-03-01,SK
CA,Canada,Saskatchewan,,3/1/2020,Transit Stations,0,2020-03-01,SK
CA,Canada,Saskatchewan,,3/1/2020,Workplaces,2,2020-03-01,SK
CA,Canada,Saskatchewan,,3/1/2020,Residential,1,2020-03-01,SK
CA,Canada,Saskatchewan,,3/2/2020,Retail and Recreation,4,2020-03-02,SK
CA,Canada,Saskatchewan,,3/2/2020,Grocery and Pharmacy,8,2020-03-02,SK
CA,Canada,Saskatchewan,,3/2/2020,Parks,0,2020-03-02,SK
CA,Canada,Saskatchewan,,3/2/2020,Transit Stations,1,2020-03-02,SK
CA,Canada,Saskatchewan,,3/2/2020,Workplaces,2,2020-03-02,SK
CA,Canada,Saskatchewan,,3/2/2020,Residential,0,2020-03-02,SK
CA,Canada,Saskatchewan,,3/3/2020,Retail and Recreation,4,2020-03-03,SK
CA,Canada,Saskatchewan,,3/3/2020,Grocery and Pharmacy,5,2020-03-03,SK
CA,Canada,Saskatchewan,,3/3/2020,Parks,10,2020-03-03,SK
CA,Canada,Saskatchewan,,3/3/2020,Transit Stations,2,2020-03-03,SK
CA,Canada,Saskatchewan,,3/3/2020,Workplaces,3,2020-03-03,SK
CA,Canada,Saskatchewan,,3/3/2020,Residential,0,2020-03-03,SK
CA,Canada,Saskatchewan,,3/4/2020,Retail and Recreation,4,2020-03-04,SK
CA,Canada,Saskatchewan,,3/4/2020,Grocery and Pharmacy,6,2020-03-04,SK
CA,Canada,Saskatchewan,,3/4/2020,Parks,6,2020-03-04,SK
CA,Canada,Saskatchewan,,3/4/2020,Transit Stations,-1,2020-03-04,SK
CA,Canada,Saskatchewan,,3/4/2020,Workplaces,3,2020-03-04,SK
CA,Canada,Saskatchewan,,3/4/2020,Residential,0,2020-03-04,SK
CA,Canada,Saskatchewan,,3/5/2020,Retail and Recreation,7,2020-03-05,SK
CA,Canada,Saskatchewan,,3/5/2020,Grocery and Pharmacy,9,2020-03-05,SK
CA,Canada,Saskatchewan,,3/5/2020,Parks,8,2020-03-05,SK
CA,Canada,Saskatchewan,,3/5/2020,Transit Stations,2,2020-03-05,SK
CA,Canada,Saskatchewan,,3/5/2020,Workplaces,3,2020-03-05,SK
CA,Canada,Saskatchewan,,3/5/2020,Residential,0,2020-03-05,SK
CA,Canada,Saskatchewan,,3/6/2020,Retail and Recreation,7,2020-03-06,SK
CA,Canada,Saskatchewan,,3/6/2020,Grocery and Pharmacy,8,2020-03-06,SK
CA,Canada,Saskatchewan,,3/6/2020,Parks,9,2020-03-06,SK
CA,Canada,Saskatchewan,,3/6/2020,Transit Stations,2,2020-03-06,SK
CA,Canada,Saskatchewan,,3/6/2020,Workplaces,3,2020-03-06,SK
CA,Canada,Saskatchewan,,3/6/2020,Residential,-2,2020-03-06,SK
CA,Canada,Saskatchewan,,3/7/2020,Retail and Recreation,3,2020-03-07,SK
CA,Canada,Saskatchewan,,3/7/2020,Grocery and Pharmacy,4,2020-03-07,SK
CA,Canada,Saskatchewan,,3/7/2020,Parks,-17,2020-03-07,SK
CA,Canada,Saskatchewan,,3/7/2020,Transit Stations,-7,2020-03-07,SK
CA,Canada,Saskatchewan,,3/7/2020,Workplaces,2,2020-03-07,SK
CA,Canada,Saskatchewan,,3/7/2020,Residential,1,2020-03-07,SK
CA,Canada,Saskatchewan,,3/8/2020,Retail and Recreation,0,2020-03-08,SK
CA,Canada,Saskatchewan,,3/8/2020,Grocery and Pharmacy,1,2020-03-08,SK
CA,Canada,Saskatchewan,,3/8/2020,Parks,-5,2020-03-08,SK
CA,Canada,Saskatchewan,,3/8/2020,Transit Stations,-2,2020-03-08,SK
CA,Canada,Saskatchewan,,3/8/2020,Workplaces,3,2020-03-08,SK
CA,Canada,Saskatchewan,,3/8/2020,Residential,1,2020-03-08,SK
CA,Canada,Saskatchewan,,3/9/2020,Retail and Recreation,7,2020-03-09,SK
